#ID,id_fnl,RADECsource,RA,DEC,angdist,FeHfinal,eFeHfinal,FeHDavide,eFeHDavide,typ,Blaz,field,Per_Clement,PerBVIR_all,PeroptNIR,PerNIR,PerMIRwise,best,quP,mxf,T0max,mnf,T0min,fileV,orV,tensV,quV,amplV,erramplV,blazminV,blazmaxV,magV,errmagV,fileB,orB,tensB,quB,amplB,erramplB,blazminB,blazmaxB,magB,errmagB,fileI,orI,tensI,quI,amplI,erramplI,blazminI,blazmaxI,magI,errmagI,fileR,orR,tensR,quR,amplR,erramplR,blazminR,blazmaxR,magR,errmagR,fileU,orU,tensU,quU,amplU,erramplU,blazminU,blazmaxU,magU,errmagU,fileJ,orJ,tensJ,quJ,amplJ,erramplJ,blazminJ,blazmaxJ,magJ,errmagJ,fileH,orH,tensH,quH,amplH,erramplH,blazminH,blazmaxH,magH,errmagH,fileK,orK,tensK,quK,amplK,erramplK,blazminK,blazmaxK,magK,errmagK,Oost
V80,652932,0,202.228958,-47.504583,21.726261,9.99,9.99,9.99,9.99,1,,,-99.0,0.37721794,0.37721794,0.37719716,-99.0,1,0,1,2457914.5988,-99,-99,asassn,3,3450.0,1,0.322,0.05,-99.0,-99.0,14.3995,0.0501,wel07,-99,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,wel07,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,wel07,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,all170708b4,4,0.45,0,0.143,0.016,-99.0,-99.0,13.6334,0.0055,all170708b4,97,2.2,0,0.086,0.015,-99.0,-99.0,13.4522,0.0093,all170708b4,5,1.8,0,0.083,0.018,-99.0,-99.0,13.4399,0.0086,
V81,563030,0,201.902667,-47.413583,9.344423,-1.91,0.26,9.99,9.99,1,,,0.3894,0.38938509,0.38938509,0.38938509,-99.0,0,1,2,2454939.2428,-99,-99,nobad,3,4.2,1,0.474,-99.0,-99.0,-99.0,14.5242,0.01,nobad,4,6.9,1,0.532,-99.0,-99.0,-99.0,14.8893,0.0048,nobad,3,3.6,0,0.245,-99.0,-99,-99,13.9889,0.0201,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.2855,0.1597,all170708b4,5,0.8,0,0.177,0.013,-99.0,-99.0,13.5352,0.0044,all170708b4,5,3.7,0,0.099,0.014,-99.0,-99.0,13.3001,0.0084,all170708b4,3,1.15,0,0.11,0.009,-99.0,-99.0,13.2846,0.0059,
V82,560072,0,201.89825,-47.441917,8.582947,-1.75,0.01,-1.64,0.09,1,1,,0.3358,0.33576546,0.33576546,0.33576546,-99.0,0,-1,-99,-99.0,-99,-99,nobad,3,13.0,0,0.413,-99.0,-99.0,-99.0,14.5201,0.014,nobad,3,15.0,0,0.518,-99.0,-99.0,-99.0,14.8252,0.0073,nobad,3,6.0,0,0.257,-99.0,-99,-99,14.0219,0.0523,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.115,0.1211,all170708b4,97,0.5,0,0.165,0.015,-99.0,-99.0,13.5911,0.0044,all170708b4,3,0.6,0,0.106,0.012,-99.0,-99.0,13.3808,0.0054,all170708b4,97,1.55,1,0.092,0.013,-99.0,-99.0,13.386,0.0075,
V83,451438,0,201.785125,-47.359611,8.091379,-1.58,0.2,-1.49,0.03,1,,,0.3566,0.35661021,0.35661021,0.35661021,-99.0,0,1,1,2453866.4592,-99,-99,nobad,3,4.3,0,0.52,-99.0,-99.0,-99.0,14.5323,0.0132,nobad,3,4.1,1,0.616,-99.0,-99.0,-99.0,14.8639,0.0123,nobad,3,3.0,1,0.302,-99.0,-99,-99,13.9898,0.0238,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.069,0.1769,all170708b4,97,0.25,0,0.184,0.018,-99.0,-99.0,13.602,0.0038,all170708b4,5,0.245,1,0.125,0.016,-99.0,-99.0,13.377,0.0062,all170708b4,97,0.55,1,0.106,0.015,-99.0,-99.0,13.3768,0.0054,
V84,14423,0,201.19775,-47.498972,20.158133,-1.65,0.1,9.99,9.99,-2,,,0.5799,0.57991785,0.57991785,0.57991785,-99.0,0,0,1,2449922.4088,-99,-99,stulubkal97,3,6.0,1,0.655,-99.0,-99.0,-99.0,14.265,0.0161,stulubkal97,5,1.7,0,0.832,-99.0,-99.0,-99.0,14.7346,0.0202,stulubkal97,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,stulubkal97,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,stulubkal97,3,1.0,-98,0.88,-99.0,-99,-99,14.7855,0.0702,all170708b4,2,0.4,0,0.303,0.027,-99.0,-99.0,13.0952,0.0061,all170708b4,2,0.32,0,0.232,0.021,-99.0,-99.0,12.8039,0.0076,all170708b4,2,0.8,0,0.226,0.022,-99.0,-99.0,12.7809,0.0092,OoI
V85,24473,0,201.277458,-47.392694,17.712242,-1.77,0.36,9.99,9.99,0,,,0.7427,0.7427492,0.7427492,0.7427492,-99.0,0,0,-99,-99.0,-99,-99,nobad,3,0.4,0,0.437,-99.0,-99.0,-99.0,14.5134,0.0106,nobad,3,0.1,0,0.536,-99.0,-99.0,-99.0,14.9456,0.0063,nobad,3,0.39,0,0.267,-99.0,-99,-99,13.7792,0.0109,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,4,3.0,-98,0.546,-99.0,-99,-99,15.4267,0.0218,all170708b4,5,0.5,0,0.304,0.025,-99.0,-99.0,13.3144,0.0054,all170708b4,5,1.9,0,0.29,0.022,-99.0,-99.0,12.9966,0.0085,all170708b4,97,0.95,1,0.228,0.019,-99.0,-99.0,12.9565,0.0072,OoII
V86,484651,0,201.813208,-47.436583,5.475475,-2.02,0.0,-1.77,0.03,0,,,0.6478,0.64784141,0.64784141,0.64784141,-99.0,0,1,1,2452743.3654,-99,-99,nobad,3,32.0,1,1.001,-99.0,-99.0,-99.0,14.5089,0.0109,nobad,3,3.5,1,1.262,-99.0,-99.0,-99.0,14.9761,0.0164,nob98,2,9.0,0,0.693,-99.0,-99,-99,13.81,0.0378,nobad,99,0.0,0,-99.0,-99.0,-99,-99,14.279,0.2189,nobad_u,5,5.6,-99,0.959,-99.0,-99,-99,15.097,0.0295,all170708b4,2,0.45,0,0.43,0.053,-99.0,-99.0,13.3786,0.0058,all170708b4,4,0.26,0,0.386,0.048,-99.0,-99.0,13.0748,0.0063,all170708b4,97,1.55,0,0.29,0.024,-99.0,-99.0,13.0507,0.0079,OoII
V87,391387,0,201.739458,-47.426611,3.670913,-1.59,0.06,-2.05,0.1,1,,,0.3965,0.39594092,0.39594092,0.39594092,-99.0,0,1,4,2451269.9746,-99,-99,nobad,3,90.0,-98,0.46,-99.0,-99.0,-99.0,14.5159,0.0093,nobad,4,28.0,1,0.552,-99.0,-99.0,-99.0,14.9256,0.017,nob98,4,17.0,1,0.273,-99.0,-99,-99,13.9195,0.0236,nobad,3,2.0,1,0.352,-99.0,-99,-99,14.2792,0.0091,nobad_u,3,6.4,-99,0.486,-99.0,-99,-99,15.1684,0.0193,all170708b4,3,3.6,0,0.149,0.013,-99.0,-99.0,13.5287,0.0063,all170708b4,4,2.55,0,0.081,0.017,-99.0,-99.0,13.2816,0.0121,all170708b4,5,3.35,0,0.087,0.015,-99.0,-99.0,13.2493,0.0114,
V88,382386,0,201.732917,-47.421306,3.833537,-1.85,0.23,-1.49,0.13,0,,,0.6902,0.69021146,0.69021146,0.69021146,-99.0,0,-1,1,2453818.0049,-99,-99,other_kal04,3,5.0,1,0.855,-99.0,-99.0,-99.0,14.5034,0.0041,other_kal04,3,8.0,1,1.024,-99.0,-99.0,-99.0,14.9406,0.0055,other_kal04,4,2.9,0,0.506,-99.0,-99,-99,13.8489,0.0124,other,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,other_kal04,4,6.0,0,1.083,-99.0,-99,-99,15.0802,0.0233,all170708b4,97,5.9,0,0.45,0.044,-99.0,-99.0,13.3735,0.0144,all170708b4,4,9.0,0,0.289,0.041,-99.0,-99.0,13.119,0.0258,all170708b4,97,9.65,0,0.258,0.036,-99.0,-99.0,13.0487,0.0177,OoII
V89,323943,0,201.6915,-47.433694,2.755527,-1.52,0.36,-2.02,0.09,1,,,0.3751,0.37417885,0.3742244,0.37403725,-99.0,1,0,4,2451270.3229,-99,-99,nobad,3,155.0,0,0.46,-99.0,-99.0,-99.0,14.5915,0.013,nobad,3,82.0,0,0.574,-99.0,-99.0,-99.0,15.0208,0.0185,nob98,3,34.0,0,0.301,-99.0,-99,-99,14.0653,0.0371,nobad,3,1.5,1,0.387,-99.0,-99,-99,14.3591,0.0119,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.453,0.2663,all170708b4,3,2.5,0,0.177,0.017,-99.0,-99.0,13.5756,0.008,all170708b4,97,1.75,0,0.116,0.014,-99.0,-99.0,13.3163,0.0082,all170708b4,3,2.1,0,0.123,0.019,-99.0,-99.0,13.2763,0.0124,
V90,322538,0,201.6905,-47.439917,2.384753,-1.37,0.51,-2.05,0.2,0,,,0.6034,0.60340531,0.60340531,0.60340531,-99.0,0,0,1,2452446.5095,-99,-99,nob95,3,28.0,1,1.13,-99.0,-99.0,-99.0,14.4536,0.0168,nob95,3,7.0,0,1.395,-99.0,-99.0,-99.0,14.8861,0.0166,nob98,3,1.1,1,0.816,-99.0,-99,-99,13.9967,0.0554,nobad,3,1.0,1,0.921,-99.0,-99,-99,14.2618,0.0185,nobad_u,4,4.2,-98,1.277,-99.0,-99,-99,15.1228,0.0304,all170708b4,5,2.4,0,0.545,0.069,-99.0,-99.0,13.4202,0.0157,all170708b4,97,3.0,0,0.37,0.03,-99.0,-99.0,13.1938,0.0116,all170708b4,97,2.0,0,0.274,0.017,-99.0,-99.0,13.1016,0.0104,OoII
V91,351221,0,201.71075,-47.437722,2.599834,-1.74,0.18,-2.27,0.03,0,,,0.8952,0.89522178,0.89522178,0.89522178,-99.0,0,2,1,2455423.9532,-99,-99,allnew_kal04,3,50.0,1,0.588,-99.0,-99.0,-99.0,14.334,0.0041,allnew_kal04,4,47.0,1,0.772,-99.0,-99.0,-99.0,14.8712,0.0177,allnew_kal04,3,13.0,1,0.387,-99.0,-99,-99,13.5744,0.0302,allnew_kal04,99,0.0,0,-99.0,-99.0,-99,-99,14.034,0.081,allnew_kal04,5,0.8,-99,0.643,-99.0,-99,-99,15.0278,0.012,all170708b4,97,3.1,0,0.316,0.019,-99.0,-99.0,13.0864,0.0126,all170708b4,5,1.55,0,0.238,0.019,-99.0,-99.0,12.7536,0.0102,all170708b4,3,3.7,0,0.257,0.018,-99.0,-99.0,12.7221,0.0102,OoII
V94,98257,0,201.487792,-47.379583,10.311691,-1.23,0.31,-1.66,0.03,1,2,,0.2539,0.25393406,0.25393406,0.25393406,-99.0,0,0,-99,-99.0,-99,-99,nobad_kal04,3,46.0,-98,0.252,-99.0,0.172,0.326,14.7629,0.0042,nobad_kal04,4,25.0,-98,0.347,-99.0,0.265,0.448,15.0485,0.006,nobad,3,0.97,-98,0.106,-99.0,-99,-99,14.3153,0.0104,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.333,0.134,all170708b4,4,2.5,0,0.106,0.014,-99.0,-99.0,13.9872,0.0092,all170708b4,4,2.05,0,0.076,0.015,-99.0,-99.0,13.8081,0.0088,all170708b4,97,3.1,0,0.053,0.009,-99.0,-99.0,13.8304,0.0082,
V95,41375,0,201.353708,-47.481389,13.807625,-2.06,0.55,9.99,9.99,1,,,0.4051,0.40496622,0.40496622,0.40496622,-99.0,0,0,1,2451391.514,-99,-99,kal9704,3,17.0,1,0.422,-99.0,-99.0,-99.0,14.5621,0.0041,kal9704,2,6.0,1,0.582,-99.0,-99.0,-99.0,14.9295,0.0043,otnew,99,0.0,0,-99.0,-99.0,-99,-99,13.884,0.1013,otnew,99,0.0,0,-99.0,-99.0,-99,-99,14.278,0.0832,nobad_u,3,0.4,-98,0.561,-99.0,-99,-99,15.2646,0.0109,all170708b4,97,0.05,1,0.198,0.016,-99.0,-99.0,13.5006,0.0023,all170708b4,3,0.38,0,0.122,0.014,-99.0,-99.0,13.2496,0.0044,all170708b4,4,0.21,1,0.118,0.013,-99.0,-99.0,13.2581,0.0038,
V96,284295,0,201.663625,-47.450944,2.119532,-1.98,0.43,-1.46,0.07,0,,,0.6245,0.62452829,0.62452166,0.62452166,-99.0,1,2,1,2452446.609,-99,-99,nobad,3,45.0,0,1.029,-99.0,-99.0,-99.0,14.4573,0.0183,nobad,3,28.0,0,1.32,-99.0,-99.0,-99.0,14.8834,0.0478,nob98,2,8.5,0,0.7,-99.0,-99,-99,13.8092,0.0621,nobad,99,0.0,0,-99.0,-99.0,-99,-99,14.352,0.1207,nobad_u,2,7.7,-99,0.925,-99.0,-99,-99,15.156,0.0267,all170708b4,2,4.7,0,0.365,0.028,-99.0,-99.0,13.3535,0.0142,all170708b4,5,0.8,0,0.241,0.023,-99.0,-99.0,13.0935,0.0079,all170708b4,4,1.8,0,0.309,0.023,-99.0,-99.0,13.0334,0.0081,OoII
V97,451623,0,201.785375,-47.425417,4.925227,-1.76,0.01,-1.91,0.04,0,1,,0.6919,0.69188985,0.69188985,0.69188985,-99.0,0,2,1,2455715.3931,-99,-99,allnew_kal9704,3,83.0,1,0.941,-99.0,-99.0,-99.0,14.4885,0.0081,allnew_kal9704,3,21.0,1,1.11,-99.0,-99.0,-99.0,14.8621,0.0165,allnew_kal9704,5,7.0,1,0.629,-99.0,-99,-99,13.7815,0.033,allnew_kal9704,99,0.0,0,-99.0,-99.0,-99,-99,14.361,0.1024,allnew_kal9704,99,0.0,0,-99.0,-99.0,-99,-99,15.074,0.3255,all170708b4,4,0.5,0,0.417,0.026,-99.0,-99.0,13.3213,0.0051,all170708b4,4,2.0,0,0.308,0.021,-99.0,-99.0,13.0221,0.0085,all170708b4,4,1.0,0,0.28,0.016,-99.0,-99.0,12.9953,0.0084,OoII
V98,437600,0,201.774333,-47.449222,3.726624,-1.18,0.12,-1.2,0.03,1,,,0.2806,0.28056563,0.28056563,0.28056563,-99.0,0,0,2,2451693.5392,-99,-99,otnew_kal9704,3,45.0,0,0.461,-99.0,-99.0,-99.0,14.7728,0.0051,otnew_kal9704,3,9.0,0,0.665,-99.0,-99.0,-99.0,15.1456,0.0045,otnew_kal9704,3,2.0,0,0.25,-99.0,-99,-99,14.3091,0.0166,otnew_kal9704d99,3,9.0,1,0.38,-99.0,-99,-99,14.4811,0.0361,otnew_kal9704,3,2.5,-99,0.5,-99.0,-99,-99,15.4997,0.0155,all170708b4,5,1.07,0,0.196,0.021,-99.0,-99.0,13.9156,0.0076,all170708b4,4,1.9,0,0.12,0.021,-99.0,-99.0,13.7163,0.0116,all170708b4,3,3.07,0,0.094,0.011,-99.0,-99.0,13.7251,0.0114,
V99,417443,0,201.758917,-47.463722,2.791988,-1.89,0.07,-2.14,0.2,0,,,0.7662,0.76617945,0.76617945,0.76617945,-99.0,0,1,1,2452743.2698,-99,-99,otnew_kal9704,3,52.0,0,1.145,-99.0,-99.0,-99.0,14.2549,0.0044,otnew_kal9704,3,52.0,0,1.406,-99.0,-99.0,-99.0,14.6906,0.0084,otnew_kal9704,4,3.5,-98,0.503,-99.0,-99,-99,13.6489,0.0172,otnew_kal9704,99,0.0,0,-99.0,-99.0,-99,-99,13.8919,0.2706,otnew_kal9704,3,10.0,-99,1.079,-99.0,-99,-99,14.8472,0.039,all170708b4,3,1.3,0,0.454,0.035,-99.0,-99.0,13.1719,0.0085,all170708b4,3,2.05,0,0.332,0.081,-99.0,-99.0,12.8922,0.014,all170708b4,3,1.7,0,0.247,0.018,-99.0,-99.0,12.8535,0.0093,OoII
V100,427778,0,201.76675,-47.459417,3.18183,-1.78,0.02,-1.71,0.19,0,,,0.5527,0.55274773,0.55274773,0.55274773,-99.0,0,2,1,2452446.5351,-99,-99,nobad,4,32.0,1,1.028,-99.0,-99.0,-99.0,14.6384,0.0124,nobad,3,18.0,1,1.3,-99.0,-99.0,-99.0,15.0879,0.0288,nob98,3,5.7,0,0.614,-99.0,-99,-99,13.9512,0.0506,nobad,3,1.2,1,0.81,-99.0,-99,-99,14.3071,0.0123,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.8035,0.0905,all170708b4,5,0.4,0,0.502,0.062,-99.0,-99.0,13.6312,0.0063,all170708b4,3,2.4,0,0.294,0.027,-99.0,-99.0,13.3413,0.0128,all170708b4,3,1.2,0,0.299,0.021,-99.0,-99.0,13.3287,0.0076,OoI
V101,544069,0,201.875917,-47.497694,7.44567,-1.81,0.32,9.99,9.99,1,,,0.3409,0.34094664,0.34094664,0.3409995,-99.0,1,1,2,2453798.5264,-99,-99,nobad,4,6.8,0,0.394,-99.0,-99.0,-99.0,14.5634,0.0159,nobad,4,7.0,0,0.534,-99.0,-99.0,-99.0,14.8912,0.0184,nobad,3,5.0,0,0.256,-99.0,-99,-99,14.047,0.0377,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,4,11.8,-98,1.003,-99.0,-99,-99,15.0955,0.0462,all170708b4,3,1.15,1,0.12,0.017,-99.0,-99.0,13.6549,0.006,all170708b4,4,0.92,0,0.038,0.008,-99.0,-99.0,13.4343,0.0063,all170708b4,3,1.0,0,0.046,0.011,-99.0,-99.0,13.4426,0.0065,
V102,514066,0,201.842042,-47.503611,6.163062,-1.73,0.22,-1.84,0.2,0,,,0.6914,0.69139606,0.69139606,0.69139606,-99.0,0,2,1,2453864.9282,-99,-99,nobad,4,42.0,1,0.933,-99.0,-99.0,-99.0,14.5193,0.0087,nobad,3,8.0,1,1.209,-99.0,-99.0,-99.0,14.9788,0.0153,nob98,3,3.5,1,0.606,-99.0,-99,-99,13.8271,0.0532,nobad,99,0.0,0,-99.0,-99.0,-99,-99,14.114,0.132,nobad_u,3,5.5,-99,0.648,-99.0,-99,-99,15.1636,0.0243,all170708b4,3,0.15,0,0.453,0.044,-99.0,-99.0,13.3288,0.0039,all170708b4,4,0.75,-99,0.209,0.018,-99.0,-99.0,13.0304,0.0058,all170708b4,3,0.7,0,0.29,0.017,-99.0,-99.0,12.9934,0.0063,OoII
V103,480377,0,201.809458,-47.476917,4.676498,-2.23,0.27,-1.84,0.05,1,,,0.3289,0.32885556,0.32885556,0.32885556,-99.0,0,2,1,2455426.5412,-99,-99,nobad,3,37.0,1,0.297,-99.0,-99.0,-99.0,14.4738,0.0118,nobad,4,28.0,1,0.362,-99.0,-99.0,-99.0,14.8183,0.0227,nob98,3,19.0,0,0.166,-99.0,-99,-99,13.9585,0.038,nobad,3,3.0,1,0.226,-99.0,-99,-99,14.1657,0.0113,nobad_u,2,7.0,-98,0.395,-99.0,-99,-99,15.2066,0.0131,all170708b4,5,2.7,-99,0.077,0.011,-99.0,-99.0,13.6432,0.0077,all170708b4,5,2.0,0,0.078,0.01,-99.0,-99.0,13.4413,0.0071,all170708b4,3,3.5,-99,0.05,0.008,-99.0,-99.0,13.4261,0.0072,
V104,619522,0,202.0325,-47.562472,14.571453,-1.82,0.46,9.99,9.99,0,,,0.8665,0.86656711,0.86752592,0.86752592,-99.0,2,-2,1,2451766.5174,-99,-99,nobad_kal9704,3,26.0,1,0.378,-99.0,-99.0,-99.0,14.5069,0.0041,nobad_kal9704,4,5.0,1,0.525,-99.0,-99.0,-99.0,15.0459,0.0036,nobad_kal9704,4,0.2,0,0.205,-99.0,-99,-99,13.7015,0.0108,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.2945,0.1024,all170708b4,3,1.25,0,0.174,0.015,-99.0,-99.0,13.2167,0.0114,all170708b4,5,0.45,0,0.199,0.017,-99.0,-99.0,12.8845,0.0104,all170708b4,97,0.9,0,0.168,0.014,-99.0,-99.0,12.8556,0.0106,OoII
V105,584605,0,201.941792,-47.545639,10.782024,-1.24,0.3,-1.07,0.03,1,,,0.3353,0.33533089,0.33533089,0.33533089,-99.0,0,0,1,2452743.6913,-99,-99,nobad_kal9704,2,38.0,1,0.461,-99.0,-99.0,-99.0,14.7338,0.0051,nobad_kal9704,3,35.0,-98,0.648,-99.0,-99.0,-99.0,15.0763,0.0068,nobad,3,0.25,0,0.26,-99.0,-99,-99,14.1609,0.0112,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,4,2.1,-99,0.399,-99.0,-99,-99,15.3311,0.0159,all170708b4,97,0.25,0,0.168,0.016,-99.0,-99.0,13.7563,0.0033,all170708b4,4,0.25,0,0.122,0.011,-99.0,-99.0,13.5302,0.0039,all170708b4,3,0.2,0,0.107,0.01,-99.0,-99.0,13.5343,0.004,
V106,400888,0,201.7465,-47.470278,2.193125,-1.81,0.03,-2.05,0.03,0,1,,0.5699,0.56990293,0.56990293,0.56990293,-99.0,0,1,1,2455712.5711,-99,-99,allnew_kal04,3,49.0,1,1.161,-99.0,1.083,1.282,14.5323,0.0062,allnew_kal04,3,70.0,0,1.478,-99.0,1.089,1.652,14.8606,0.0219,allnew_kal04,4,20.0,0,0.804,-99.0,-99,-99,13.9237,0.0449,allnew_kal04,3,4.0,-98,0.854,-99.0,-99,-99,14.2692,0.0133,allnew_kal04,3,3.3,-99,1.23,-99.0,-99,-99,15.1097,0.0244,all170708b4,97,2.1,0,0.513,0.048,-99.0,-99.0,13.4646,0.0115,all170708b4,97,7.7,0,0.301,0.052,-99.0,-99.0,13.2298,0.0198,all170708b4,87,3.8,-99,-99.0,-99.0,-99.0,-99.0,13.1703,0.0102,OoII
V107,479081,0,201.808458,-47.51625,5.125862,-1.47,0.21,-2.17,0.22,0,,,0.5141,0.51410378,0.51410378,0.51410378,-99.0,0,2,1,2453865.5023,-99,-99,nobad,3,16.0,1,1.169,-99.0,-99.0,-99.0,14.7533,0.0094,nobad,3,16.0,1,1.457,-99.0,-99.0,-99.0,15.152,0.0223,nob98,3,6.5,1,0.793,-99.0,-99,-99,14.1166,0.0342,nobad,3,2.0,1,0.895,-99.0,-99,-99,14.3141,0.0101,nobad_u,5,7.7,-98,1.426,-99.0,-99,-99,15.354,0.0279,all170708b4,4,1.1,0,0.446,0.033,-99.0,-99.0,13.6582,0.0076,all170708b4,3,0.45,0,0.376,0.025,-99.0,-99.0,13.4068,0.0063,all170708b4,3,0.4,0,0.313,0.016,-99.0,-99.0,13.3734,0.0062,OoI
V108,431281,0,201.769458,-47.490611,3.121762,-1.74,0.03,-1.89,0.18,0,,,0.5945,0.59445663,0.59445663,0.59445663,-99.0,0,1,1,2452743.7201,-99,-99,nobad,3,25.0,0,1.117,-99.0,-99.0,-99.0,14.5184,0.0142,nobad,3,9.0,1,1.34,-99.0,-99.0,-99.0,14.9093,0.0237,nob98,3,4.1,1,0.685,-99.0,-99,-99,13.9118,0.0296,nobad,99,0.0,0,-99.0,-99.0,-99,-99,14.297,0.2331,nobad_u,3,3.0,-99,1.226,-99.0,-99,-99,15.1263,0.023,all170708b4,3,0.8,0,0.482,0.052,-99.0,-99.0,13.4311,0.0084,all170708b4,97,2.0,0,0.258,0.029,-99.0,-99.0,13.163,0.0112,all170708b4,5,1.4,0,0.266,0.024,-99.0,-99.0,13.1173,0.0109,OoII
V109,414018,0,201.756375,-47.493639,2.657613,-1.72,0.0,-1.76,0.5,0,,,0.7441,0.7440992,0.7440992,0.7440992,-99.0,0,2,1,2452743.6624,-99,-99,nobad,3,18.0,1,0.995,-99.0,-99.0,-99.0,14.4262,0.0135,nobad,3,9.4,1,1.247,-99.0,-99.0,-99.0,14.8525,0.018,nob98,2,7.0,1,0.599,-99.0,-99,-99,13.7643,0.0272,nobad,3,15.0,-99,0.857,-99.0,-99,-99,14.0642,0.0163,nobad_u,3,5.5,-99,0.759,-99.0,-99,-99,15.1275,0.0272,all170708b4,5,1.4,0,0.423,0.038,-99.0,-99.0,13.2595,0.01,all170708b4,5,1.6,-99,0.216,0.026,-99.0,-99.0,12.9641,0.0109,all170708b4,97,1.8,-99,0.201,0.015,-99.0,-99.0,12.9193,0.0085,OoII
V110,416872,0,201.758542,-47.502,2.934112,-1.86,0.57,-1.99,0.11,1,,,0.3321,0.33210241,0.33210241,0.33210241,-99.0,0,1,1,2450975.4996,-99,-99,nobad,3,60.0,-98,0.487,-99.0,-99.0,-99.0,14.6088,0.0094,nobad,4,23.0,-98,0.616,-99.0,-99.0,-99.0,14.9174,0.023,nob98,3,13.0,0,0.253,-99.0,-99,-99,14.089,0.0289,nobad,3,1.4,1,0.454,-99.0,-99,-99,14.2352,0.0105,nobad_u,3,9.3,-99,0.749,-99.0,-99,-99,15.1258,0.0324,all170708b4,4,1.6,0,0.164,0.017,-99.0,-99.0,13.6944,0.0078,all170708b4,4,1.65,0,0.086,0.016,-99.0,-99.0,13.5096,0.0088,all170708b4,4,2.8,0,0.086,0.014,-99.0,-99.0,13.478,0.0092,
V111,341885,0,201.704125,-47.477944,0.413993,-1.85,0.03,-1.94,0.04,0,,,0.7629,0.76290111,0.76290111,0.76290111,-99.0,0,1,-99,-99.0,-99,-99,nobad,3,105.0,0,0.649,-99.0,-99.0,-99.0,14.4612,0.0146,nobad,2,146.0,0,0.775,-99.0,-99.0,-99.0,15.0371,0.0517,nob98,3,82.0,0,0.389,-99.0,-99,-99,13.7389,0.0939,nobad,99,0.0,0,-99.0,-99.0,-99,-99,14.135,0.0951,nobad_u,3,8.7,-99,0.651,-99.0,-99,-99,15.1226,0.0254,all170708b4,5,2.2,0,0.359,0.03,-99.0,-99.0,13.2336,0.012,all170708b4,5,2.2,0,0.3,0.028,-99.0,-99.0,12.9838,0.0141,all170708b4,97,3.5,0,0.217,0.018,-99.0,-99.0,12.8615,0.0104,OoII
V112,372731,0,201.726,-47.506583,2.069952,-2.1,0.1,-1.78,0.06,0,1,,0.4744,0.47435597,0.47435597,0.47435597,-99.0,0,1,1,2451276.8638,-99,-99,allnew_kal9704,3,140.0,1,1.116,-99.0,1.03,1.16,14.5055,0.0194,allnew_kal9704,3,50.0,1,1.207,-99.0,1.16,1.358,14.8185,0.0209,allnew_kal9704,2,4.5,1,0.674,-99.0,-99,-99,14.0006,0.0338,allnew_kal9704,3,1.3,1,0.818,-99.0,-99,-99,14.1859,0.0181,allnew_kal9704,3,3.0,-99,0.946,-99.0,-99,-99,15.4937,0.0218,all170708b4,3,6.2,0,0.623,0.079,-99.0,-99.0,13.76,0.0159,all170708b4,4,1.1,0,0.404,0.04,-99.0,-99.0,13.4603,0.0133,all170708b4,97,11.0,0,0.296,0.018,-99.0,-99.0,13.482,0.0158,OoI
