#ID,id_fnl,RADECsource,RA,DEC,angdist,FeHfinal,eFeHfinal,FeHDavide,eFeHDavide,typ,Blaz,field,Per_Clement,PerBVIR_all,PeroptNIR,PerNIR,PerMIRwise,best,quP,mxf,T0max,mnf,T0min,fileV,orV,tensV,quV,amplV,erramplV,blazminV,blazmaxV,magV,errmagV,fileB,orB,tensB,quB,amplB,erramplB,blazminB,blazmaxB,magB,errmagB,fileI,orI,tensI,quI,amplI,erramplI,blazminI,blazmaxI,magI,errmagI,fileR,orR,tensR,quR,amplR,erramplR,blazminR,blazmaxR,magR,errmagR,fileU,orU,tensU,quU,amplU,erramplU,blazminU,blazmaxU,magU,errmagU,fileJ,orJ,tensJ,quJ,amplJ,erramplJ,blazminJ,blazmaxJ,magJ,errmagJ,fileH,orH,tensH,quH,amplH,erramplH,blazminH,blazmaxH,magH,errmagH,fileK,orK,tensK,quK,amplK,erramplK,blazminK,blazmaxK,magK,errmagK,Oost
V266,286340,0,201.665042,-47.46725,1.395398,-1.89,0.25,9.99,9.99,1,,,0.3523,0.35231437,0.35231437,0.35231437,-99.0,0,1,2,2452743.6876,-99,-99,nobad,3,90.0,0,0.184,-99.0,-99.0,-99.0,14.5188,0.0123,nobad,3,40.0,0,0.284,-99.0,-99.0,-99.0,14.8589,0.0363,nob98,3,22.0,0,0.146,-99.0,-99,-99,13.9797,0.0378,nobad,3,5.0,0,0.175,-99.0,-99,-99,14.2177,0.0126,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.18,0.075,all170708b4,97,0.48,1,0.081,0.013,-99.0,-99.0,13.6257,0.0066,all170708b4,97,0.71,0,0.059,0.012,-99.0,-99.0,13.4007,0.0098,all170708b4,3,2.46,-99,0.03,0.011,-99.0,-99.0,13.4044,0.0086,
V267,289687,0,201.667458,-47.443361,2.429335,-2.76,0.63,9.99,9.99,1,,,0.3158,0.31582653,0.31583848,0.31583848,-99.0,1,2,1,2450985.6814,-99,-99,nobad,3,55.0,0,0.244,-99.0,-99.0,-99.0,14.4664,0.0123,nobad,3,34.0,0,0.336,-99.0,-99.0,-99.0,14.7733,0.0779,nobad,4,8.0,0,0.151,-99.0,-99,-99,13.9352,0.0754,nobad,4,5.0,1,0.165,-99.0,-99,-99,14.2162,0.0132,nobad_u,4,2.6,-99,0.287,-99.0,-99,-99,15.1816,0.0162,all170708b4,4,4.1,0,0.092,0.014,-99.0,-99.0,13.6928,0.0111,all170708b4,4,0.83,0,0.068,0.01,-99.0,-99.0,13.4819,0.0061,all170708b4,5,2.0,0,0.042,0.01,-99.0,-99.0,13.4723,0.0085,
V268,260092,0,201.646292,-47.436472,3.236138,-1.78,0.24,-1.44,0.37,0,,,0.8129,0.81293338,0.81293338,0.81293338,-99.0,0,-1,1,2451766.6099,-99,-99,kal04,3,1.0,1,0.467,-99.0,-99.0,-99.0,14.5441,0.004,kal04,3,2.0,1,0.638,-99.0,-99.0,-99.0,14.9569,0.0035,nobad,-98,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,99,0.0,0,-99.0,-99.0,-99,-99,14.641,0.1325,nobad_u,5,2.2,-99,0.547,-99.0,-99,-99,15.1404,0.0183,all170708b4,97,2.0,0,0.26,0.023,-99.0,-99.0,13.1863,0.0077,all170708b4,97,0.25,0,0.227,0.025,-99.0,-99.0,12.8637,0.0053,all170708b4,2,3.4,0,0.189,0.022,-99.0,-99.0,12.8308,0.0105,OoII
V270,385896,0,201.735542,-47.501722,2.138098,-2.7,0.25,-2.12,0.29,1,,,0.3127,0.31306038,0.31306038,0.31306038,-99.0,0,1,1,2451370.2315,-99,-99,nobad,3,65.0,1,0.206,-99.0,-99.0,-99.0,14.5589,0.0139,nobad,3,35.0,0,0.205,-99.0,-99.0,-99.0,14.8098,0.0372,nobad,3,23.0,0,0.132,-99.0,-99,-99,13.9782,0.0419,nobad,3,8.0,1,0.141,-99.0,-99,-99,14.2125,0.0159,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.231,0.1233,all170708b4,4,3.1,0,0.059,0.012,-99.0,-99.0,13.7064,0.0109,all170708b4,4,1.3,0,0.066,0.014,-99.0,-99.0,13.5398,0.0089,all170708b4,5,1.75,-99,0.024,0.01,-99.0,-99.0,13.4919,0.0085,
V271,330805,0,201.69625,-47.501194,1.299305,-1.53,0.48,-0.96,0.15,1,,,0.4432,0.44312991,0.44312991,0.44301739,-99.0,1,-2,-99,-99.0,-99,-99,nob99,4,155.0,-98,0.3,-99.0,-99.0,-99.0,14.4916,0.0626,nob99,4,255.0,-98,0.444,-99.0,-99.0,-99.0,14.9716,0.0492,nob99,4,112.0,-98,0.162,-99.0,-99,-99,13.8693,0.0706,nobad,3,15.0,0,0.38,-99.0,-99,-99,14.219,0.013,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.181,0.2325,all170708b4,5,3.1,0,0.177,0.018,-99.0,-99.0,13.407,0.0105,all170708b4,4,2.0,0,0.113,0.018,-99.0,-99.0,13.1943,0.0105,all170708b4,4,2.8,0,0.108,0.011,-99.0,-99.0,13.1244,0.0095,
V272,305893,0,201.678792,-47.432472,2.895095,-1.78,0.25,-1.82,0.08,1,,,0.3115,0.31147839,0.31147839,0.31147839,-99.0,0,2,2,2450985.4509,-99,-99,allnew_kal9704,3,69.0,1,0.166,-99.0,-99.0,-99.0,14.5943,0.0188,dan98,2,0.5,1,0.223,-99.0,-99.0,-99.0,14.9175,0.0135,nob99,3,9.0,0,0.089,-99.0,-99,-99,14.1127,0.0379,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.222,0.0825,all170708b4,97,1.0,0,0.08,0.013,-99.0,-99.0,13.6942,0.0066,all170708b4,97,1.11,0,0.094,0.012,-99.0,-99.0,13.4998,0.0072,all170708b4,97,0.75,0,0.058,0.008,-99.0,-99.0,13.4942,0.006,
V273,373298,0,201.726375,-47.452528,2.082886,-1.54,0.25,-1.56,0.02,1,,,0.3671,0.36713184,0.36713184,0.36715957,-99.0,1,1,2,2452444.5788,-99,-99,nobad,3,90.0,1,0.291,-99.0,-99.0,-99.0,14.5754,0.0336,nobad,3,45.0,0,0.491,-99.0,-99.0,-99.0,14.9385,0.0239,nob98,3,11.0,1,0.25,-99.0,-99,-99,13.9908,0.035,nobad,3,6.0,1,0.24,-99.0,-99,-99,14.3178,0.0105,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.094,0.0956,all170708b4,97,1.8,0,0.111,0.017,-99.0,-99.0,13.5892,0.0093,all170708b4,5,2.8,0,0.099,0.018,-99.0,-99.0,13.3663,0.0111,all170708b4,4,5.3,-99,0.024,0.01,-99.0,-99.0,13.3412,0.0096,
V274,310652,0,201.682167,-47.380111,5.988351,-1.67,0.25,-1.91,0.22,1,,,0.3111,0.31108677,0.31108677,0.31108677,-99.0,0,2,1,2453820.3208,-99,-99,nobad,4,33.0,1,0.224,-99.0,-99.0,-99.0,14.5794,0.008,nobad,4,7.0,1,0.259,-99.0,-99.0,-99.0,14.8893,0.0159,nob98,3,14.0,0,0.143,-99.0,-99,-99,14.1298,0.0506,nobad,4,0.7,1,0.179,-99.0,-99,-99,14.381,0.0083,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.1075,0.0974,all170708b4,4,1.8,0,0.116,0.009,-99.0,-99.0,13.7267,0.0052,all170708b4,97,1.12,0,0.07,0.01,-99.0,-99.0,13.5451,0.0068,all170708b4,4,1.7,1,0.049,0.007,-99.0,-99.0,13.5372,0.0071,
V275,346200,0,201.707208,-47.460417,1.265151,-1.84,0.15,-2.43,0.1,1,2,,0.3776,0.37776811,0.37776811,0.37776811,-99.0,0,0,3,2449869.4767,-99,-99,nobad,3,100.0,1,0.296,-99.0,0.144,0.358,14.5044,0.0144,nobad,3,67.0,0,0.409,-99.0,-99.0,-99.0,14.9249,0.0269,nob98,3,38.0,0,0.209,-99.0,-99,-99,13.9103,0.0413,nobad,3,8.0,0,0.129,-99.0,-99,-99,14.1973,0.0125,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.3435,0.1777,all170708b4,5,6.4,1,0.068,0.016,-99.0,-99.0,13.5469,0.0132,all170708b4,97,5.0,0,0.078,0.015,-99.0,-99.0,13.3299,0.0151,all170708b4,2,4.1,0,0.032,0.01,-99.0,-99.0,13.2995,0.0087,
V276,490350,0,201.818708,-47.555056,6.776515,-2.11,0.25,-2.13,0.09,1,,,0.3078,0.30780338,0.30780338,0.30780338,-99.0,0,1,2,2451766.4906,-99,-99,allnew_kal9704,3,170.0,0,0.198,-99.0,-99.0,-99.0,14.5485,0.007,allnew_kal9704,3,30.5,0,0.269,-99.0,-99.0,-99.0,14.8675,0.0048,allnew_kal9704,3,5.0,0,0.111,-99.0,-99,-99,14.078,0.0126,allnew_kal9704,99,0.0,1,-99.0,-99.0,-99,-99,14.2265,0.0355,allnew_kal9704,99,0.0,0,-99.0,-99.0,-99,-99,15.142,0.1052,all170708b4,97,0.7,0,0.066,0.006,-99.0,-99.0,13.7139,0.0039,all170708b4,5,0.9,0,0.031,0.007,-99.0,-99.0,13.5101,0.0051,all170708b4,4,1.8,0,0.032,0.007,-99.0,-99.0,13.5175,0.0064,
V277,405342,0,201.749792,-47.45825,2.592856,-2.26,0.25,9.99,9.99,1,,,0.3516,0.35151811,0.35151811,0.35151811,-99.0,0,-2,1,2451694.619,-99,-99,nobad,3,180.0,1,0.12,-99.0,-99.0,-99.0,14.4632,0.0245,nobad,2,53.0,1,0.154,-99.0,-99.0,-99.0,14.7969,0.0396,nob98,3,11.0,1,0.075,-99.0,-99,-99,13.9296,0.0365,nobad,4,8.0,1,0.094,-99.0,-99,-99,14.1576,0.0145,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.1275,0.0631,all170708b4,3,3.75,0,0.038,0.011,-99.0,-99.0,13.6036,0.0089,all170708b4,5,1.15,0,0.06,0.011,-99.0,-99.0,13.3769,0.0078,all170708b4,5,2.7,-99,0.034,0.011,-99.0,-99.0,13.3909,0.0109,
V280,455999,0,201.788875,-47.385083,6.851178,-1.56,0.25,-1.58,0.07,1,2,,0.2816,0.28166279,0.28164242,0.28164242,-99.0,1,-1,1,2449869.9204,-99,-99,dan95new,3,13.0,0,0.172,-99.0,0.081,0.241,14.6742,0.0251,dan95new,3,13.0,0,0.219,-99.0,-99.0,-99.0,14.9582,0.0171,dan95,3,11.0,0,0.119,-99.0,-99,-99,14.2395,0.034,nob95,3,8.3,0,0.158,-99.0,-99,-99,14.5449,0.017,allnew,99,0.0,-99,-99.0,-99.0,-99,-99,15.273,0.1112,all170708b4,97,0.78,0,0.056,0.007,-99.0,-99.0,13.902,0.005,all170708b4,97,1.4,0,0.023,0.009,-99.0,-99.0,13.7201,0.0073,all170708b4,2,1.5,0,0.031,0.007,-99.0,-99.0,13.7172,0.0066,
V281,439831,0,201.776542,-47.78975,18.903639,9.99,9.99,9.99,9.99,1,,,0.285,0.28502931,0.28502931,0.28502931,-99.0,0,1,-99,-99.0,-99,-99,kal97,4,13.0,0,0.055,-99.0,-99.0,-99.0,14.6328,0.0101,xxxxx,-99,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.7797,0.0032,all170708b4,-99,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,vhs,93,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.5528,0.0065,
V283,561825,0,201.902167,-47.777806,19.760545,9.99,9.99,9.99,9.99,0,,1,0.5173,0.51734908,0.51734908,0.51734908,-99.0,0,1,1,2449893.7491,-99,-99,kal97,4,6.5,1,1.107,-99.0,-99.0,-99.0,18.1321,0.0211,nobad,-99,0.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,all170708b4,3,0.85,0,0.3,0.037,-99.0,-99.0,17.0031,0.0226,all170708b4,4,1.7,-99,0.217,0.039,-99.0,-99.0,16.6925,0.0358,all170708b4,4,6.5,-99,0.235,0.073,-99.0,-99.0,16.6229,0.0653,OoI
V285,62428,0,201.417083,-47.580167,12.736744,-1.71,0.25,9.99,9.99,1,,,0.329,0.32901524,0.32901524,0.32901524,-99.0,0,0,-99,-99.0,-99,-99,nobad,3,1.0,0,0.21,-99.0,-99.0,-99.0,14.5493,0.0091,nobad,3,0.6,0,0.266,-99.0,-99.0,-99.0,14.8583,0.0067,nobad,4,1.1,0,0.133,-99.0,-99,-99,14.0713,0.0113,nobad,99,0.0,1,-99.0,-99.0,-99,-99,14.239,0.0111,nobad_u,4,3.6,-98,0.233,-99.0,-99,-99,15.1388,0.0155,all170708b4,5,0.6,1,0.066,0.006,-99.0,-99.0,13.6995,0.0027,all170708b4,5,1.2,1,0.038,0.007,-99.0,-99.0,13.5135,0.0041,all170708b4,4,1.5,1,0.046,0.008,-99.0,-99.0,13.5092,0.0053,
V288,622872,0,202.043333,-47.396556,15.029415,-2.17,0.25,9.99,9.99,1,,,0.2954,0.29556685,0.29556685,0.29556685,-99.0,0,-2,1,2449875.4997,-99,-99,allnew_kal97,3,21.5,0,0.095,-99.0,-99.0,-99.0,14.6361,0.0135,allnew_kal97,3,4.5,0,0.115,-99.0,-99.0,-99.0,14.8613,0.0083,allnew_kal97,99,0.0,1,-99.0,-99.0,-99,-99,14.107,0.0325,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,allnew_kal97,99,0.0,-99,-99.0,-99.0,-99,-99,15.3237,0.0587,all170708b4,3,1.62,0,0.028,0.006,-99.0,-99.0,13.7854,0.0043,all170708b4,4,1.185,0,0.037,0.009,-99.0,-99.0,13.5857,0.0065,all170708b4,99,1.4,-99,-99.0,-99.0,-99.0,-99.0,13.605,0.0141,
V289,614380,0,202.014792,-47.357778,14.939754,-2.25,0.25,9.99,9.99,1,,,0.3081,0.30809184,0.30809184,0.30809184,-99.0,0,0,1,2451694.5325,-99,-99,otnew_kal9704,3,29.0,1,0.248,-99.0,-99.0,-99.0,14.6279,0.0041,otnew_kal9704,3,3.5,1,0.329,-99.0,-99.0,-99.0,14.9092,0.0033,otnew_kal9704,4,1.3,0,0.156,-99.0,-99,-99,14.0565,0.0107,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,otnew_kal9704,5,0.6,-98,0.287,-99.0,-99,-99,15.2902,0.0165,all170708b4,97,0.8,0,0.084,0.01,-99.0,-99.0,13.7363,0.0043,all170708b4,3,1.77,0,0.021,0.009,-99.0,-99.0,13.5333,0.0069,all170708b4,4,0.29,1,0.049,0.006,-99.0,-99.0,13.5422,0.0047,
V291,279895,0,201.6605,-47.557889,4.892568,-2.09,0.25,-1.73,0.43,1,2,,0.334,0.33398656,0.33398656,0.33398656,-99.0,0,-2,-99,-99.0,-99,-99,nob9899,2,26.0,0,0.174,-99.0,-99.0,-99.0,14.4664,0.0277,nob9899,3,43.0,0,0.153,-99.0,-99.0,-99.0,14.7203,0.0232,nob9899,3,27.0,0,0.107,-99.0,-99,-99,14.0022,0.0445,nobad,-99,0.0,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.124,0.0854,all170708b4,3,0.15,1,0.062,0.008,-99.0,-99.0,13.6363,0.0028,all170708b4,4,0.55,0,0.03,0.006,-99.0,-99.0,13.4219,0.0047,all170708b4,97,0.38,0,0.034,0.006,-99.0,-99.0,13.4371,0.0043,
NV339,230401,0,201.623583,-47.497889,3.066382,-3.0,0.25,9.99,9.99,1,,,0.3013,0.30132381,0.30132381,0.30132381,-99.0,0,1,1,2450985.9103,-99,-99,nobad,3,50.0,0,0.135,-99.0,-99.0,-99.0,14.4674,0.0135,nobad,3,28.0,0,0.121,-99.0,-99.0,-99.0,14.8029,0.024,nob98,3,13.5,0,0.042,-99.0,-99,-99,13.9708,0.0465,nobad,3,5.0,1,0.092,-99.0,-99,-99,14.0698,0.0145,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.1529,0.1083,all170708b4,3,1.2,0,0.047,0.009,-99.0,-99.0,13.6441,0.0075,all170708b4,99,2.9,-99,-99.0,-99.0,-99.0,-99.0,13.466,0.0532,all170708b4,99,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.464,0.0307,
NV340,282092,0,201.662125,-47.459167,1.78734,-2.38,0.25,-1.66,0.21,1,,,0.3018,0.30182113,0.30182113,0.30183591,-99.0,1,-2,-99,-99.0,-99,-99,other_kal04,3,62.0,0,0.14,-99.0,-99.0,-99.0,14.5559,0.0043,other_kal04,2,6.5,0,0.239,-99.0,-99.0,-99.0,14.851,0.0155,other_kal04,3,2.65,0,0.163,-99.0,-99,-99,14.0571,0.023,nobad,3,17.0,0,0.066,-99.0,-99,-99,14.1215,0.0221,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.252,0.0955,all170708b4,5,4.05,1,0.049,0.012,-99.0,-99.0,13.7319,0.0103,all170708b4,3,1.9,0,0.018,0.011,-99.0,-99.0,13.5302,0.0081,all170708b4,3,1.65,0,0.013,0.009,-99.0,-99.0,13.5263,0.0072,
NV341,375058,0,201.727625,-47.480139,1.35548,-2.49,0.41,-1.94,0.23,1,,,0.3061,0.30614518,0.30614518,0.30614518,-99.0,0,-1,2,2451600.903,-99,-99,nob98_kal04,3,155.0,0,0.262,-99.0,-99.0,-99.0,14.4498,0.0053,nob98_kal04,3,100.0,0,0.365,-99.0,-99.0,-99.0,14.8712,0.0353,nob98_kal04,3,107.0,0,0.202,-99.0,-99,-99,14.0116,0.0742,nobad,3,8.0,0,0.186,-99.0,-99,-99,13.9307,0.0578,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.2315,0.1513,all170708b4,5,2.0,-98,0.144,0.024,-99.0,-99.0,13.6939,0.0141,all170708b4,3,5.7,-99,0.243,0.039,-99.0,-99.0,13.514,0.0278,all170708b4,3,7.1,-99,0.068,0.016,-99.0,-99.0,13.4715,0.0153,
NV342,499985,0,201.827792,-47.473222,5.431044,-1.73,0.55,-1.67,0.03,1,,,0.3084,0.30838556,0.30838556,0.30838556,-99.0,0,-2,-99,-99.0,-99,-99,nob9598_kal04,3,77.0,1,0.206,-99.0,-99.0,-99.0,14.5915,0.0041,nob9598_kal04,4,29.0,1,0.266,-99.0,-99.0,-99.0,14.9283,0.0048,nob9598_kal04,4,2.7,0,0.189,-99.0,-99,-99,14.1188,0.0151,nobad_u,3,7.0,1,0.225,-99.0,-99,-99,14.2778,0.0121,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.2099,0.3113,all170708b4,3,2.3,-99,0.095,0.025,-99.0,-99.0,13.7161,0.0133,all170708b4,2,0.38,-99,0.083,0.021,-99.0,-99.0,13.521,0.0095,all170708b4,3,0.8,-99,0.053,0.014,-99.0,-99.0,13.5269,0.0088,
NV343,334906,0,201.699125,-47.493778,0.87468,-2.91,0.25,-1.79,0.16,1,,,0.3102,0.31021358,0.31021358,0.31021358,-99.0,0,1,2,2452743.932,-99,-99,nobad,3,115.0,0,0.288,-99.0,-99.0,-99.0,14.5671,0.0184,nobad,3,50.0,0,0.33,-99.0,-99.0,-99.0,14.8601,0.034,nob98,4,70.8,0,0.132,-99.0,-99,-99,13.9558,0.0862,nobad,3,4.5,1,0.245,-99.0,-99,-99,14.278,0.0192,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.183,0.1378,all170708b4,4,5.4,0,0.126,0.021,-99.0,-99.0,13.681,0.0165,all170708b4,4,2.9,1,0.085,0.019,-99.0,-99.0,13.5376,0.0138,all170708b4,4,4.5,0,0.046,0.014,-99.0,-99.0,13.4766,0.0115,
NV344,276878,0,201.658458,-47.4125,4.278742,-1.95,0.27,-1.34,0.39,1,,,0.3138,0.31376713,0.31376713,0.31376713,-99.0,0,0,-99,-99.0,-99,-99,nobad,3,68.0,0,0.082,-99.0,-99.0,-99.0,14.5325,0.0126,nobad,3,20.5,0,0.085,-99.0,-99.0,-99.0,14.8331,0.0339,nob98,3,22.5,0,0.058,-99.0,-99,-99,14.0689,0.0991,nobad,2,5.0,0,0.076,-99.0,-99,-99,14.3272,0.0133,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.1595,0.0775,all170708b4,4,4.7,0,0.037,0.009,-99.0,-99.0,13.7172,0.0062,all170708b4,97,-99.0,-99,-99.0,-99.0,-99.0,-99.0,13.532,0.0335,all170708b4,97,5.8,-98,0.02,0.011,-99.0,-99.0,13.5298,0.0097,
NV346,329694,0,201.6955,-47.470667,0.537559,-2.3,0.81,-2.58,0.1,1,,,0.3276,0.32762647,0.32761843,0.32761843,-99.0,1,1,1,2451694.5472,-99,-99,nobad,2,120.0,0,0.361,-99.0,-99.0,-99.0,14.4797,0.0141,nobad,3,100.0,0,0.519,-99.0,-99.0,-99.0,14.8349,0.0852,nobad,3,85.0,0,0.196,-99.0,-99,-99,13.9166,0.0935,nobad,3,4.0,1,0.264,-99.0,-99,-99,14.1742,0.0183,nobad_u,5,3.0,-98,0.563,-99.0,-99,-99,15.2355,0.0199,all170708b4,97,2.2,1,0.203,0.023,-99.0,-99.0,13.6447,0.0142,all170708b4,3,0.85,0,0.124,0.022,-99.0,-99.0,13.436,0.0081,all170708b4,97,2.3,0,0.123,0.012,-99.0,-99.0,13.4264,0.0103,
NV347,5055198,0,201.5745,-47.483194,4.858813,9.99,9.99,-2.45,0.15,1,,,0.3288,0.32891238,0.32892086,0.32892086,-99.0,1,0,1,2450985.5544,-99,-99,nobad,3,88.0,1,0.48,-99.0,-99.0,-99.0,14.5057,0.0141,nobad,4,42.0,0,0.629,-99.0,-99.0,-99.0,14.851,0.0338,nob98,4,10.5,0,0.286,-99.0,-99,-99,13.813,0.0579,allnew,3,12.0,0,0.409,-99.0,-99,-99,14.3467,0.013,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.333,0.2472,all170708b4,97,6.0,0,0.177,0.031,-99.0,-99.0,13.5422,0.0228,all170708b4,3,1.8,-99,-99.0,-99.0,-99.0,-99.0,13.3775,0.0242,all170708b4,5,3.15,0,0.072,0.017,-99.0,-99.0,13.3371,0.0148,
NV349,358413,0,201.715792,-47.462306,1.356911,9.99,9.99,-1.28,0.36,1,,,0.3642,0.36419313,0.36419313,0.36419313,-99.0,0,-2,1,2450983.5843,-99,-99,nobad,3,98.0,0,0.269,-99.0,-99.0,-99.0,14.3585,0.0395,nobad,3,57.0,0,0.355,-99.0,-99.0,-99.0,14.7653,0.0676,nob98,3,31.0,0,0.202,-99.0,-99,-99,13.8697,0.1093,nobad,3,15.0,0,0.212,-99.0,-99,-99,14.0868,0.0491,nobad_u,99,0.0,0,-99.0,-99.0,-99,-99,15.1793,0.1038,all170708b4,5,18.1,-99,0.078,0.043,-99.0,-99.0,13.4651,0.0358,all170708b4,4,9.5,-99,0.259,0.078,-99.0,-99.0,13.2583,0.0535,all170708b4,4,13.0,-99,0.125,0.04,-99.0,-99.0,13.2483,0.0351,
